,Weight(Pounds)
5141,124.4609
5142,131.1114
5143,133.017
5144,123.0559
5145,128.8506
5146,146.6325
5147,125.2607
5148,135.9477
5149,149.0918
5150,129.9896
5151,115.5896
5152,122.5938
5153,130.5478
5154,110.4683
5155,147.9488
5156,135.435
5157,132.2276
5158,124.8522
5159,139.5397
5160,127.9841
5161,129.5105
5162,128.4016
5163,136.5927
5164,131.0471
5165,135.8495
5166,124.7415
5167,123.9916
5168,120.0348
5169,119.6138
5170,104.4695
5171,141.4657
5172,133.859
5173,130.2032
5174,120.7602
5175,116.1838
5176,129.3543
5177,140.2507
5178,114.7891
5179,117.7705
5180,121.7629
5181,146.386
5182,142.5118
5183,136.538
5184,108.1989
5185,126.6541
5186,128.769
5187,130.2829
5188,126.2574
5189,119.4655
5190,112.0012
5191,129.9499
5192,116.362
5193,142.8095
5194,123.9961
5195,118.4749
5196,138.4134
5197,111.4001
5198,105.0894
5199,129.1519
5200,120.3397
5201,120.7475
5202,124.124
5203,140.3264
5204,119.1674
5205,139.3101
5206,115.7719
5207,128.1583
5208,119.9868
5209,136.2726
5210,120.7165
5211,143.4148
5212,146.7131
5213,114.1088
5214,119.2437
5215,129.1951
5216,110.0987
5217,132.8156
5218,120.7292
5219,133.6295
5220,113.5302
5221,144.6167
5222,111.4511
5223,131.1354
5224,124.7397
5225,136.4103
5226,133.9456
5227,148.0703
5228,118.8671
5229,130.0225
5230,117.8517
5231,131.029
5232,139.7372
5233,99.29265
5234,122.6701
5235,112.5864
5236,114.6931
5237,124.3523
5238,113.4992
5239,119.4549
5240,116.2537
5241,141.2563
5242,112.926
5243,120.8297
5244,144.9908
5245,120.3404
5246,101.0402
5247,136.2587
5248,121.6793
5249,124.8535
5250,127.8471
5251,137.5442
5252,103.9089
5253,141.2212
5254,115.4613
5255,128.5016
5256,122.8733
5257,130.3051
5258,133.9048
5259,139.0361
5260,134.7929
5261,136.8965
5262,112.9757
5263,113.0753
5264,131.2762
5265,145.9398
5266,143.2473
5267,136.2662
5268,134.4078
5269,135.2759
5270,118.9625
5271,106.5357
5272,124.1788
5273,143.1552
5274,118.4354
5275,120.6698
5276,136.1237
5277,113.7928
5278,124.6016
5279,133.7479
5280,143.7332
5281,122.6097
5282,127.9224
5283,119.9155
5284,158.2521
5285,101.8393
5286,125.5619
5287,112.7934
5288,113.9947
5289,120.5016
5290,110.4182
5291,129.756
5292,129.065
5293,126.2087
5294,109.798
5295,134.8236
5296,146.6249
5297,121.5591
5298,119.1681
5299,111.7433
5300,123.4684
5301,120.9058
5302,123.0992
5303,123.2452
5304,132.7094
5305,126.7332
5306,135.2564
5307,151.3674
5308,150.9294
5309,140.2394
5310,132.7655
5311,144.8798
5312,129.2934
5313,116.8217
5314,124.906
5315,125.3757
5316,103.8437
5317,122.4352
5318,136.132
5319,125.792
5320,126.8799
5321,145.0689
5322,148.623
5323,135.6636
5324,114.7145
5325,114.8512
5326,128.0852
5327,121.6196
5328,124.7148
5329,120.9551
5330,117.0167
5331,115.5379
5332,130.497
5333,136.012
5334,140.2511
5335,132.8841
5336,126.9573
5337,122.0685
5338,107.8829
5339,139.1728
5340,123.1504
5341,127.1047
5342,130.5048
5343,126.8956
5344,142.4991
5345,109.9755
5346,142.2116
5347,119.6729
5348,139.5979
5349,125.0117
5350,144.8867
5351,116.9137
5352,133.6929
5353,149.4255
5354,134.2975
5355,134.3642
5356,130.2664
5357,128.0565
5358,129.8912
5359,122.516
5360,142.8255
5361,144.2052
5362,129.3957
5363,132.5733
5364,138.4788
5365,120.4977
5366,86.982
5367,136.2561
5368,128.014
5369,138.1994
5370,128.9954
5371,147.3147
5372,155.6063
5373,114.2107
5374,118.0632
5375,122.2135
5376,132.1548
5377,132.8384
5378,120.7296
5379,105.3415
5380,115.6019
5381,133.1821
5382,143.2226
5383,132.8196
5384,140.4321
5385,135.1056
5386,127.6326
5387,134.5752
5388,122.9368
5389,136.632
5390,123.4431
5391,123.5752
5392,125.887
5393,125.7733
5394,166.2812
5395,131.7763
5396,134.4084
5397,131.5971
5398,129.3553
5399,132.7205
5400,120.9452
5401,100.455
5402,113.3895
5403,134.9309
5404,121.8168
5405,149.6514
5406,118.8877
5407,123.9036
5408,129.4155
5409,115.2733
5410,130.4398
5411,134.7568
5412,125.5138
5413,109.5969
5414,135.6481
5415,131.9731
5416,135.9877
5417,135.7754
5418,127.8223
5419,119.3432
5420,132.6705
5421,124.2707
5422,100.9173
5423,112.2069
5424,129.9153
5425,123.0908
5426,116.498
5427,104.1053
5428,119.2626
5429,116.9318
5430,148.9742
5431,119.5476
5432,117.3488
5433,125.5437
5434,124.2368
5435,133.8431
5436,131.2805
5437,146.9215
5438,103.4218
5439,120.0775
5440,121.7611
5441,132.3056
5442,112.2736
5443,128.9156
5444,121.7201
5445,105.8554
5446,125.8367
5447,132.8929
5448,125.5959
5449,122.6652
5450,132.3741
5451,122.723
5452,93.29146
5453,113.1057
5454,118.0316
5455,130.5538
5456,137.4123
5457,142.9581
5458,137.4064
5459,143.3564
5460,122.5937
5461,119.3805
5462,110.3743
5463,139.4867
5464,125.4501
5465,124.3466
5466,92.65767
5467,123.9516
5468,126.9161
5469,121.9957
5470,139.7854
5471,123.2444
5472,113.0349
5473,119.5902
5474,102.5086
5475,128.9232
5476,132.2697
5477,128.5803
5478,127.2246
5479,120.1516
5480,113.5575
5481,120.1342
5482,134.9707
5483,109.7702
5484,122.8477
5485,131.494
5486,138.9013
5487,143.1039
5488,121.1828
5489,130.2964
5490,120.5375
5491,132.0461
5492,140.8938
5493,122.3291
5494,115.6268
5495,121.1097
5496,125.3109
5497,124.8272
5498,118.4744
5499,144.0736
5500,126.7344
5501,115.0624
5502,112.4637
5503,137.6269
5504,131.7407
5505,115.3276
5506,123.1233
5507,111.4743
5508,120.7929
5509,123.0248
5510,125.2258
5511,118.5521
5512,121.1912
5513,126.9522
5514,102.8732
5515,122.3412
5516,118.7874
5517,130.4536
5518,126.8208
5519,154.97
5520,130.0883
5521,116.7796
5522,143.8448
5523,126.5347
5524,111.1866
5525,111.946
5526,138.7422
5527,142.7435
5528,143.2414
5529,125.1273
5530,108.6479
5531,132.8302
5532,127.7226
5533,111.3172
5534,133.8261
5535,124.2366
5536,102.4825
5537,111.9585
5538,138.1346
5539,114.3071
5540,133.0682
5541,118.0115
5542,145.9957
5543,125.9386
5544,116.8078
5545,113.8239
5546,149.3131
5547,110.5189
5548,120.1058
5549,123.1704
5550,134.5804
5551,138.8459
5552,127.8527
5553,118.5444
5554,127.9474
5555,125.5398
5556,127.1998
5557,152.3984
5558,137.3347
5559,119.5773
5560,122.2617
5561,136.3536
5562,136.2134
5563,123.6386
5564,107.619
5565,135.5837
5566,129.6697
5567,107.8736
5568,150.9046
5569,139.4685
5570,115.1983
5571,112.4262
5572,156.7309
5573,127.8894
5574,131.2092
5575,135.2499
5576,122.7718
5577,117.6198
5578,101.461
5579,116.3499
5580,126.9441
5581,139.7644
5582,133.1416
5583,110.9469
5584,115.3734
5585,121.8413
5586,157.4235
5587,128.5724
5588,122.6496
5589,132.421
5590,133.7645
5591,112.1093
5592,122.6801
5593,109.2367
5594,122.5007
5595,149.6391
5596,141.1522
5597,139.719
5598,114.5278
5599,127.8612
5600,125.7601
5601,142.2552
5602,120.8003
5603,149.4626
5604,138.5706
5605,116.2406
5606,135.3612
5607,146.4768
5608,131.8327
5609,137.3897
5610,107.5225
5611,124.1449
5612,111.5343
5613,129.6087
5614,126.534
5615,130.5432
5616,153.9204
5617,130.9603
5618,114.4
5619,126.8208
5620,125.881
5621,125.3363
5622,117.6713
5623,126.183
5624,112.0669
5625,151.6467
5626,124.1618
5627,130.6754
5628,119.2501
5629,132.7354
5630,129.4416
5631,130.4897
5632,132.0897
5633,117.5002
5634,108.6233
5635,127.1378
5636,122.3951
5637,118.9815
5638,125.2554
5639,121.8996
5640,120.7738
5641,106.1939
5642,107.8874
5643,122.0686
5644,117.3948
5645,140.866
5646,149.3078
5647,125.5845
5648,131.28
5649,120.8432
5650,123.0181
5651,143.1561
5652,122.9334
5653,118.4002
5654,133.799
5655,115.9951
5656,117.6164
5657,133.0952
5658,111.2517
5659,134.9223
5660,142.7071
5661,128.8292
5662,126.9298
5663,115.2964
5664,136.4014
5665,139.6796
5666,132.6488
5667,131.5816
5668,109.6616
5669,138.1492
5670,132.5811
5671,126.3917
5672,133.9106
5673,137.1759
5674,135.8339
5675,130.5612
5676,134.0018
5677,133.0763
5678,109.9605
5679,132.5041
5680,126.9142
5681,124.4069
5682,146.5182
5683,140.9199
5684,133.1095
5685,138.0985
5686,137.6923
5687,136.6422
5688,149.467
5689,138.0429
5690,113.512
5691,130.8401
5692,125.858
5693,113.7784
5694,118.9215
5695,114.4354
5696,123.9837
5697,135.6646
5698,97.85054
5699,130.3916
5700,138.3614
5701,125.4018
5702,118.6076
5703,109.8622
5704,120.0788
5705,86.669
5706,142.6252
5707,135.5365
5708,130.1058
5709,141.5957
5710,125.2756
5711,131.6178
5712,129.0769
5713,108.4805
5714,139.1288
5715,145.3523
5716,125.9004
5717,126.4751
5718,119.209
5719,123.0037
5720,129.4727
5721,141.9344
5722,108.9765
5723,118.2419
5724,141.4635
5725,136.5986
5726,105.223
5727,127.8639
5728,134.331
5729,140.5931
5730,127.8158
5731,110.9553
5732,112.17
5733,117.7368
5734,133.5058
5735,119.9727
5736,115.9128
5737,131.0059
5738,121.2352
5739,121.5301
5740,130.4852
5741,127.386
5742,115.7506
5743,127.3987
5744,134.9064
5745,131.4015
5746,117.1467
5747,116.5689
5748,127.307
5749,115.184
5750,114.0988
5751,131.5924
5752,137.3566
5753,135.1059
5754,137.3314
5755,113.229
5756,111.4446
5757,138.282
5758,126.8547
5759,135.6227
5760,128.8532
5761,139.9225
5762,101.2648
5763,132.6457
5764,133.9763
5765,138.6939
5766,156.5556
5767,128.1673
5768,125.261
5769,132.9188
5770,134.5923
5771,114.1222
5772,114.8907
5773,132.8863
5774,133.1336
5775,137.487
5776,118.2847
5777,133.1505
5778,127.4658
5779,133.3136
5780,151.6654
5781,131.4318
5782,116.9394
5783,130.2682
5784,122.1336
5785,118.5602
5786,136.0448
5787,101.3587
5788,139.6653
5789,122.592
5790,142.8022
5791,119.6591
5792,130.0904
5793,142.531
5794,150.4973
5795,125.4476
5796,132.6528
5797,109.0486
5798,108.4688
5799,113.7091
5800,125.2285
5801,135.7451
5802,125.3914
5803,120.5974
5804,124.223
5805,131.6406
5806,130.8484
5807,123.4666
5808,125.3201
5809,135.4164
5810,135.2628
5811,127.9538
5812,117.6057
5813,120.9807
5814,122.2844
5815,120.9584
5816,124.0101
5817,113.8094
5818,145.5794
5819,124.2324
5820,106.2736
5821,114.6637
5822,116.8464
5823,137.315
5824,121.422
5825,139.1533
5826,138.3138
5827,128.7253
5828,140.8966
5829,144.1242
5830,128.4131
5831,126.858
5832,131.1752
5833,125.386
5834,122.8987
5835,146.0516
5836,113.7093
5837,143.0982
5838,133.4762
5839,113.0104
5840,106.2333
5841,92.08858
5842,129.1092
5843,129.1334
5844,110.1751
5845,131.645
5846,139.6598
5847,112.4249
5848,135.4273
5849,135.0597
5850,131.9399
5851,123.0009
5852,126.813
5853,135.1442
5854,124.7625
5855,110.7626
5856,132.68
5857,148.038
5858,129.2555
5859,122.562
5860,128.6123
5861,125.5895
5862,124.3082
5863,116.4591
5864,115.974
5865,124.6651
5866,117.6007
5867,117.3315
5868,144.5431
5869,146.0965
5870,122.701
5871,118.7813
5872,121.752
5873,161.7266
5874,123.2472
5875,132.7715
5876,126.7619
5877,130.7257
5878,120.9484
5879,127.3686
5880,147.874
5881,141.3724
5882,115.7089
5883,114.223
5884,125.0622
5885,124.0039
5886,120.267
5887,124.8329
5888,128.9729
5889,143.5928
5890,134.7727
5891,152.651
5892,120.0058
5893,118.8403
5894,123.8263
5895,145.1333
5896,122.5218
5897,133.2482
5898,113.2583
5899,124.304
5900,140.08
5901,111.9369
5902,135.7224
5903,125.5452
5904,121.3924
5905,134.1461
5906,129.5945
5907,135.8543
5908,116.0534
5909,117.3475
5910,138.892
5911,119.1475
5912,132.1847
5913,111.7099
5914,142.4656
5915,120.1102
5916,110.537
5917,127.299
5918,132.0492
5919,116.3223
5920,117.069
5921,124.2528
5922,130.3402
5923,137.3957
5924,133.2753
5925,107.2152
5926,110.0063
5927,149.8284
5928,117.9091
5929,126.0349
5930,113.9574
5931,140.2096
5932,151.7165
5933,117.4995
5934,129.2885
5935,120.6695
5936,112.762
5937,130.0362
5938,111.9882
5939,107.5214
5940,127.5588
5941,119.1591
5942,109.9997
5943,129.6662
5944,135.197
5945,133.8561
5946,132.6168
5947,111.4197
5948,109.6263
5949,123.3522
5950,130.9284
5951,132.5174
5952,113.3802
5953,124.0074
5954,111.7334
5955,140.6956
5956,112.6936
5957,119.5627
5958,137.7463
5959,128.2247
5960,111.7906
5961,135.8347
5962,123.5173
5963,121.4366
5964,132.7812
5965,131.8433
5966,141.9992
5967,123.0744
5968,129.5032
5969,148.1317
5970,131.6342
5971,118.5369
5972,102.342
5973,118.1429
5974,137.0264
5975,106.2971
5976,140.2618
5977,123.0
5978,123.2186
5979,122.2368
5980,117.442
5981,137.8969
5982,134.3279
5983,117.6781
5984,129.7261
5985,133.2155
5986,113.0214
5987,124.9451
5988,128.7378
5989,99.78213
5990,120.786
5991,127.1388
5992,144.4456
5993,132.1904
5994,137.7559
5995,141.305
5996,139.5633
5997,128.2314
5998,119.1075
5999,120.8274
6000,116.4621
6001,139.5891
6002,138.0376
6003,124.8913
6004,127.2921
6005,117.4689
6006,132.8246
6007,123.6045
6008,138.3749
6009,122.9717
6010,122.3759
6011,121.3154
6012,136.3431
6013,123.907
6014,107.5287
6015,130.1924
6016,109.5656
6017,115.9239
6018,109.5766
6019,124.236
6020,133.3359
6021,118.4802
6022,120.3425
6023,131.0862
6024,129.9862
6025,121.7657
6026,145.1821
6027,134.0519
6028,105.489
6029,112.1873
6030,137.1698
6031,142.7307
6032,123.4484
6033,120.8645
6034,135.9558
6035,148.4587
6036,144.881
6037,139.3578
6038,109.1264
6039,135.3785
6040,113.8089
6041,148.5183
6042,144.8827
6043,114.9248
6044,114.9225
6045,122.8046
6046,133.5443
6047,131.9386
6048,120.6623
6049,145.653
6050,130.7801
6051,118.8413
6052,133.6214
6053,104.1953
6054,117.464
6055,145.8766
6056,135.6227
6057,129.1389
6058,149.7706
6059,134.1039
6060,143.9365
6061,132.4801
6062,149.4329
6063,132.5979
6064,133.6407
6065,147.4583
6066,100.025
6067,140.2179
6068,120.8849
6069,109.3834
6070,136.1833
6071,115.1345
6072,130.0889
6073,131.8054
6074,125.119
6075,149.0059
6076,129.2335
6077,120.5247
6078,123.2162
6079,117.4022
6080,106.9632
6081,119.6435
6082,134.1122
6083,129.9282
6084,130.1554
6085,106.8729
6086,126.6898
6087,115.7457
6088,130.1665
6089,110.8115
6090,119.8366
6091,113.1127
6092,118.4705
6093,135.6863
6094,111.4731
6095,129.3106
6096,116.9965
6097,128.6098
6098,137.8634
6099,135.486
6100,112.9047
6101,143.1287
6102,136.9279
6103,113.9935
6104,121.2945
6105,130.4347
6106,133.8865
6107,153.3002
6108,123.3522
6109,105.2183
6110,144.2173
6111,155.9849
6112,111.6875
6113,125.8154
6114,121.5078
6115,129.6506
6116,116.2672
6117,125.3254
6118,165.7172
6119,133.3637
6120,145.4779
6121,135.8348
6122,130.2342
6123,114.0297
6124,117.6173
6125,123.5651
6126,124.9826
6127,131.054
6128,152.1767
6129,118.6275
6130,112.2566
6131,127.7575
6132,120.4361
6133,104.816
6134,119.2446
6135,125.8377
6136,131.3704
6137,125.35
6138,118.3351
6139,129.7989
6140,126.6471
6141,129.0352
6142,134.8437
6143,150.5262
6144,132.4508
6145,131.0136
6146,151.8922
6147,122.5303
6148,127.2585
6149,147.9296
6150,108.8242
6151,127.7629
6152,130.3
6153,124.4653
6154,159.2435
6155,130.4261
6156,144.1876
6157,136.8595
6158,105.9232
6159,131.888
6160,129.5985
6161,121.7006
6162,128.3129
6163,130.5713
6164,126.0176
6165,109.782
6166,109.7956
6167,128.021
6168,132.3785
6169,127.7981
6170,133.7892
6171,124.2264
6172,122.0913
6173,127.5538
6174,142.3945
6175,135.3762
6176,143.1102
6177,139.016
6178,120.7675
6179,129.3528
6180,96.54815
6181,128.2412
6182,123.2307
6183,134.9267
6184,116.6928
6185,118.689
6186,125.7371
6187,158.2326
6188,117.0002
6189,134.3973
6190,128.8129
6191,130.8927
6192,109.9232
6193,110.353
6194,138.8793
6195,116.1101
6196,122.6048
6197,143.6487
6198,94.59876
6199,130.8536
6200,148.7955
6201,130.6884
6202,151.1615
6203,144.922
6204,132.6171
6205,120.6801
6206,117.236
6207,117.0805
6208,131.2609
6209,123.945
6210,120.0654
6211,126.9799
6212,136.3826
6213,131.2544
6214,132.3124
6215,132.6614
6216,133.09
6217,121.4611
6218,133.6073
6219,142.0494
6220,133.1326
6221,119.6178
6222,129.4479
6223,121.7897
6224,129.8267
6225,131.2149
6226,136.5157
6227,113.5019
6228,133.4427
6229,133.4736
6230,135.5212
6231,122.3441
6232,124.7005
6233,126.6651
6234,127.2719
6235,125.6317
6236,128.9997
6237,121.7671
6238,142.9457
6239,129.2261
6240,128.9078
6241,109.0055
6242,129.1382
6243,132.0082
6244,126.1872
6245,131.6865
6246,152.9133
6247,135.9443
6248,135.4161
6249,126.9908
6250,151.4986
6251,120.9284
6252,143.909
6253,148.3015
6254,98.38391
6255,134.6537
6256,91.26068
6257,129.1524
6258,116.3877
6259,128.8832
6260,135.3328
6261,119.843
6262,132.3032
6263,129.6479
6264,135.7889
6265,119.4445
6266,131.3376
6267,119.5137
6268,142.7779
6269,142.0977
6270,125.3087
6271,146.4574
6272,129.1352
6273,100.5445
6274,131.1702
6275,112.098
6276,117.0905
6277,132.2144
6278,123.5625
6279,123.9172
6280,123.8108
6281,130.3421
6282,128.7153
6283,131.4076
6284,110.9624
6285,120.8645
6286,127.8163
6287,140.4675
6288,117.5554
6289,138.8735
6290,132.5518
6291,144.968
6292,141.1958
6293,146.9498
6294,136.9644
6295,137.1286
6296,129.0216
6297,117.0247
6298,141.0586
6299,126.6997
6300,119.8531
6301,111.6993
6302,117.9009
6303,118.7488
6304,131.8821
6305,140.8053
6306,138.6932
6307,143.1101
6308,129.5612
6309,117.7563
6310,135.7928
6311,128.0812
6312,121.5679
6313,130.5827
6314,118.4574
6315,119.473
6316,116.4503
6317,142.5478
6318,122.8747
6319,113.4143
6320,131.0824
6321,104.5026
6322,106.3191
6323,103.9913
6324,125.8579
6325,125.7767
6326,131.063
6327,112.8657
6328,121.3259
6329,119.5436
6330,144.1403
6331,119.0695
6332,137.7395
6333,122.4245
6334,145.2255
6335,141.3037
6336,115.4675
6337,138.4092
6338,112.7855
6339,131.4942
6340,134.7967
6341,115.4751
6342,157.5443
6343,127.2222
6344,131.8311
6345,111.216
6346,116.7243
6347,86.49925
6348,126.9632
6349,125.8066
6350,126.1505
6351,122.4771
6352,139.0572
6353,124.0146
6354,138.602
6355,133.2217
6356,115.3322
6357,127.5807
6358,144.0286
6359,131.3894
6360,134.0195
6361,122.9673
6362,111.7026
6363,132.0676
6364,93.09256
6365,153.1117
6366,153.6386
6367,127.4353
6368,113.8478
6369,142.7425
6370,145.2462
6371,140.8653
6372,105.4341
6373,105.7521
6374,139.9395
6375,122.6013
6376,131.0252
6377,135.3378
6378,152.8499
6379,113.9803
6380,140.2859
6381,146.4581
6382,141.0113
6383,128.0158
6384,164.5588
6385,130.3115
6386,117.3091
6387,135.3097
6388,128.4742
6389,124.929
6390,117.8305
6391,123.4769
6392,133.3201
6393,108.8612
6394,102.3802
6395,117.6786
6396,149.2434
6397,121.6221
6398,159.2052
6399,133.6355
6400,122.3265
6401,141.2895
6402,140.0531
6403,124.1149
6404,139.9906
6405,94.80998
6406,148.2548
6407,146.5246
6408,111.1013
6409,126.322
6410,137.8815
6411,130.0449
6412,141.5919
6413,123.8124
6414,130.9459
6415,114.9747
6416,116.2177
6417,102.8575
6418,103.4353
6419,127.6291
6420,112.7336
6421,111.5238
6422,101.0851
6423,128.6718
6424,132.1914
6425,123.0143
6426,122.898
6427,123.7642
6428,120.5121
6429,140.0124
6430,116.2137
6431,138.142
6432,134.1922
6433,130.9022
6434,137.4821
6435,103.921
6436,139.2905
6437,112.1105
6438,92.20107
6439,120.6972
6440,126.8577
6441,122.8182
6442,135.7746
6443,131.5309
6444,121.011
6445,118.9762
6446,120.7153
6447,137.0166
6448,109.9667
6449,127.3581
6450,131.2489
6451,118.5557
6452,122.4064
6453,136.8644
6454,113.5932
6455,123.0639
6456,130.3103
6457,118.9278
6458,111.379
6459,116.0054
6460,146.7535
6461,141.3565
6462,112.7169
6463,120.2538
6464,137.5639
6465,122.2857
6466,122.5287
6467,134.646
6468,121.5066
6469,130.7259
6470,116.8032
6471,135.12
6472,130.8429
6473,128.6312
6474,121.6315
6475,138.1129
6476,110.8231
6477,104.7464
6478,118.8964
6479,143.2327
6480,108.3892
6481,99.81074
6482,114.1857
6483,127.5778
6484,118.4245
6485,154.2642
6486,121.7574
6487,142.4799
6488,112.2608
6489,121.4096
6490,121.375
6491,127.1951
6492,107.6196
6493,152.4262
6494,128.1418
6495,146.0408
6496,117.6621
6497,135.4845
6498,131.4949
6499,127.833
6500,123.405
6501,136.8255
6502,137.789
6503,141.6039
6504,109.4063
6505,102.5063
6506,163.8992
6507,118.9012
6508,126.7698
6509,134.6024
6510,120.86
6511,136.2559
6512,147.5044
6513,125.5265
6514,115.3878
6515,140.8728
6516,108.0794
6517,98.00565
6518,119.2853
6519,112.4171
6520,146.0566
6521,133.3801
6522,152.4782
6523,130.2875
6524,155.4037
6525,139.8139
6526,119.1722
6527,138.286
6528,107.2949
6529,108.3566
6530,117.9595
6531,130.0104
6532,105.6657
6533,115.0555
6534,103.6805
6535,117.0895
6536,129.5163
6537,129.1965
6538,119.2019
6539,128.3612
6540,133.2154
6541,121.3485
6542,109.8669
6543,130.5783
6544,118.921
6545,122.2455
6546,131.5557
6547,103.7061
6548,134.4433
6549,130.1628
6550,109.4178
6551,120.4415
6552,114.9703
6553,132.643
6554,120.3263
6555,132.9732
6556,136.795
6557,128.7979
6558,142.8603
6559,133.13
6560,143.2981
6561,117.0683
6562,118.3454
6563,124.3554
6564,118.7239
6565,123.5892
6566,126.7582
6567,137.6865
6568,130.5098
6569,113.9842
6570,110.9035
6571,146.3799
6572,128.2374
6573,115.6001
6574,129.4057
6575,125.6591
6576,126.8912
6577,131.3277
6578,132.5054
6579,129.3703
6580,110.5038
6581,106.2354
6582,129.5963
6583,131.9176
6584,122.9437
6585,121.4597
6586,138.3473
6587,135.247
6588,100.8881
6589,122.2625
6590,119.0778
6591,139.7986
6592,136.2042
6593,122.3825
6594,134.2696
6595,123.1216
6596,127.6449
6597,131.7523
6598,114.2796
6599,133.7642
6600,142.6604
6601,119.2969
6602,131.9619
6603,125.9612
6604,131.3237
6605,118.9934
6606,127.9334
6607,114.3381
6608,123.8141
6609,137.0437
